NO,식품명,1회제공량,에너지(㎉),탄수화물(g),단백질(g),지방(g),총 포화 지방산(g),총당류(g),총 식이섬유(g),칼슘(㎎),철(㎎),마그네슘(㎎),나트륨(㎎),콜레스테롤(㎎)
1997,깔라만시 프로스트 R,405,319.1,0,4.3,0,2.3,59,0,0,0,0,78.5,-
1998,깔라만시 프로스트 L,515,468.9,0,6,0,3.1,87.8,0,0,0,0,110.2,-
1999,그래놀라요거트프로스트(블루베리) R,290,369.9,0,6.6,0,2.9,50.2,0,0,0,0,209.8,-
2000,그래놀라요거트프로스트(블루베리) L,420,574.9,0,10.2,0,4.4,76.7,0,0,0,0,334.7,-
2001,리얼 쿠앤크 쉐이크,380,382.8,0,3.7,0,8.2,47.7,0,0,0,0,183.9,-
2002,리얼 블루베리 쉐이크,385,252.1,0,2.6,0,4,38.7,0,0,0,0,90.9,-
2003,리얼 딸기 쉐이크,430,280.8,0,3.3,0,4.1,40.3,0,0,0,0,57.8,-
2004,오리지널 바닐라 쉐이크,365,186.3,0,3.1,0,4.8,22,0,0,0,0,50.1,-
2005,블루베리 버블 프로스트 R,383,366,0,2.5,0,3.5,47.4,0,0,0,0,70.3,-
2006,블루베리 버블 프로스트 L,464,633.9,0,4.9,0,5.2,81.7,0,0,0,0,125.4,-
2007,타로 버블 프로스트 R,383,371.9,0,2.7,0,4.4,45.8,0,0,0,0,145.2,-
2008,타로 버블 프로스트 L,464,642.8,0,5.2,0,6.6,79.4,0,0,0,0,237.8,-
2009,망고 버블 프로스트 R,383,360.2,0,2.5,0,2.3,52.4,0,0,0,0,126.3,-
2010,망고 버블 프로스트 L,464,625.2,0,4.8,0,3.4,89.2,0,0,0,0,209.4,-
2011,모카 프로스트 R,389,447.4,0,4.7,0,12.6,56.7,0,0,0,0,201.1,-
2012,모카 프로스트 L,514,653.1,0,7.1,0,17.8,83,0,0,0,0,311.9,-
2013,에스프레소 프로스트 R,345,304.7,0,2.4,0,11.9,31.3,0,0,0,0,164.7,-
2014,에스프레소 프로스트 L,435,448.3,0,4.1,0,17.1,46.9,0,0,0,0,222.2,-
2015,자바칩모카 프로스트 R,384,484.2,0,6.6,0,16.6,60,0,0,0,0,214.6,-
2016,자바칩모카 프로스트 L,522,708.3,0,9.9,0,23.8,87.8,0,0,0,0,332.2,-
2017,카라멜 프로스트 R,389,444.8,0,3.4,0,13.3,59.4,0,0,0,0,239.7,-
2018,카라멜 프로스트 L,514,653.1,0,7.1,0,17.8,83,0,0,0,0,311.9,-
2019,자바칩 프로스트 R,381,488.7,0,7.4,0,17.4,59.3,0,0,0,0,195,-
2020,자바칩 프로스트 L,519,727.3,0,11.6,0,25.3,88.5,0,0,0,0,297.6,-
2021,녹차 프로스트 R,401,360.7,0,5.5,0,10.4,44.9,0,0,0,0,89.1,-
2022,녹차 프로스트 L,526,495.8,0,8,0,14.5,60.7,0,0,0,0,131.3,-
2023,고구마 프로스트 R,475,448.7,0,6.5,0,5.2,53.5,0,0,0,0,93,-
2024,고구마 프로스트 L,650,673.1,0,9.8,0,7.7,80.2,0,0,0,0,139.5,-
2025,화이트 프로스트 R,374,490.9,0,4.5,0,13.9,71.3,0,0,0,0,262.4,-
2026,화이트 프로스트 L,477,619.5,0,7.2,0,19.9,82.6,0,0,0,0,324.3,-
2027,오곡프로스트 R,400,404.3,0,7.2,0,4.6,54.3,0,0,0,0,80,-
2028,오곡프로스트 L,533,578.1,0,10,0,6.5,81.5,0,0,0,0,118.1,-
2029,유자 프로스트 R,385,305.2,0,3.6,0,3,56.1,0,0,0,0,120,-
2030,유자 프로스트 L,545,532.8,0,5.4,0,4.5,100.7,0,0,0,0,202.5,-
2031,키위 프로스트 R,375,298.6,0,4.7,0,3,53.4,0,0,0,0,82.9,-
2032,키위 프로스트 L,520,503,0,7.4,0,4.5,92.1,0,0,0,0,130,-
2033,망고 프로스트 R,395,336.6,0,5,0,3,61.1,0,0,0,0,67.1,-
2034,망고 프로스트 L,520,479,0,7.4,0,4.5,86.1,0,0,0,0,100,-
2035,딸기 프로스트 R,375,276.9,0,4.7,0,3,53.4,0,0,0,0,100,-
2036,딸기 프로스트 L,520,465,0,7.4,0,4.5,92.1,0,0,0,0,160,-
2037,믹스베리 프로스트 R,395,330.9,0,3.6,0,3,62.5,0,0,0,0,67.1,-
2038,믹스베리 프로스트 L,520,471,0,5.4,0,4.5,88.1,0,0,0,0,100,-
2039,플레인 요거트 프로스트,370,253.1,0,5.7,0,3.1,39.6,0,0,0,0,84.4,-
2040,딸기 요거트 프로스트 R,335,255.2,0,3.8,0,1.5,49.5,0,0,0,0,66.3,-
2041,딸기 요거트 프로스트 L,455,382.8,0,5.6,0,2.3,74.3,0,0,0,0,99.4,-
2042,키위 요거트 프로스트 R,335,266,0,3.8,0,1.5,49.5,0,0,0,0,57.7,-
2043,키위 요거트 프로스트 L,455,399.1,0,5.6,0,2.3,74.3,0,0,0,0,86.6,-
2044,망고 요거트 프로스트 R,335,259.2,0,3.8,0,1.5,47.8,0,0,0,0,49.2,-
2045,망고 요거트 프로스트 L,455,388.8,0,5.6,0,2.3,71.7,0,0,0,0,73.7,-
2046,청포도 에이드 R,365,107.2,0,0,0,0,27.7,0,0,0,0,2,-
2047,청포도 에이드 L,525,187.2,0,0,0,0,48.7,0,0,0,0,4,-
2048,깔라만시 팝핑에이드 R,405,105.4,0,0.3,0,0,17.8,0,0,0,0,21.6,-
2049,깔라만시 팝핑에이드 L,600,187.3,0,0.5,0,0,30.4,0,0,0,0,42.6,-
2050,깔라망코주스 R,410,170.4,0,0.2,0,0,37.8,0,0,0,0,31.6,-
2051,깔라망코주스 L,590,243.9,0,0.2,0,0,54.1,0,0,0,0,47.2,-
2052,오리지널 깔라만시 R,415,93.9,0,0.2,0,0,21.1,0,0,0,0,2.2,-
2053,오리지널 깔라만시 L,590,140.8,0,0.4,0,0,31.7,0,0,0,0,3.2,-
2054,유자몽 에이드 R,440,257.6,0,0,0,0,58.1,0,0,0,0,60,-
2055,유자몽 에이드 L,650,386.4,0,0,0,0,87.2,0,0,0,0,90,-
2056,허니코코망고 에이드,405,200,0,0,0,0,44,0,0,0,0,60,-
2057,허니코코망고 에이드,575,300,0,0,0,0,66,0,0,0,0,90,-
2058,블루 레몬 에이드 R,420,236.4,0,0,0,0,59.1,0,0,0,0,50,-
2059,블루 레몬 에이드 L,590,269.6,0,0,0,0,67.4,0,0,0,0,50,-
2060,레몬 에이드 L,590,251.6,0,0,0,0,62.6,0,0,0,0,50,-
2061,자몽에이드 R,435,200,0,0,0,0,48,0,0,0,0,40,-
2062,자몽에이드 L,620,300,0,0,0,0,72,0,0,0,0,60,-
2063,석류 아이스티 R,400,180,0,0,0,0,41.6,0,0,0,0,16.9,-
2064,석류 아이스티 L,568,270,0,0,0,0,62.4,0,0,0,0,25.3,-
2065,핑크레몬에이드 R,400,180,0,0,0,0,36,0,0,0,0,22.5,-
2066,핑크레몬에이드 L,568,270,0,0,0,0,54,0,0,0,0,33.8,-
2067,블루베리에이드 R,400,180,0,0,0,0,40.5,0,0,0,0,0,-
2068,블루베리에이드 L,568,270,0,0,0,0,60.8,0,0,0,0,0,-
2069,딸기주스 R,360,170.5,0,1.1,0,0,37.9,0,0,0,0,1.7,-
2070,딸기주스 L,515,255.8,0,1.7,0,0,56.8,0,0,0,0,2.6,-
2071,오렌지주스 R,370,171.9,0,2.4,0,0,36.8,0,0,0,0,0,-
2072,오렌지주스 L,575,279,0,3.9,0,0.1,59.4,0,0,0,0,0,-
2073,키위쥬스 R,410,176.4,0,2.3,0,0.1,31.4,0,0,0,0,6,-
2074,키위쥬스 L,590,264.6,0,3.4,0,0.1,47.1,0,0,0,0,9,-
2075,바나나주스 R,390,273.1,0,4.7,0,2.5,39.5,0,0,0,0,46.8,-
2076,바나나주스 L,575,419.4,0,7.4,0,4.1,59.9,0,0,0,0,77.7,-
2077,토마토쥬스 R,370,99.4,0,2.2,0,0.1,20,0,0,0,0,12.5,-
2078,토마토쥬스 L,575,157.2,0,3.7,0,0.2,31.1,0,0,0,0,21,-
2079,하이포션 레몬그라스 R,405,163.1,0,0,0,0,36,0,0,0,0,0,-
2080,하이포션 레몬그라스 L,573,244.7,0,0,0,0,0,0,0,0,0,0,-
2081,하이포션 로즈플라워 R,405,112.5,0,0,0,0,24.8,0,0,0,0,0,-
2082,하이포션 로즈플라워 L,572,168.8,0,0,0,0,37.1,0,0,0,0,0,-
2083,깔라봉 차 R,310,146.9,0,0.1,0,0,34.6,0,0,0,0,41.1,-
2084,깔라봉 차 L,495,220.4,0,0.2,0,0,51.8,0,0,0,0,61.6,-
2085,자몽차 R,320,200,0,0,0,0,48,0,0,0,0,40,-
2086,자몽차 L,510,300,0,0,0,0,72,0,0,0,0,60,-
2087,로즈플라워,305,5,0,0,0,0,0,0,0,0,0,0,-
2088,레몬그라스,305,5,0,0,0,0,0,0,0,0,0,0,-
2089,얼그레이(홍차),305,5,0,0,0,0,0,0,0,0,0,0,-
2090,다즐링(홍차),305,5,0,0,0,0,0,0,0,0,0,0,-
2091,레몬차 R,320,200,0,0,0,0,48,0,0,0,0,60,-
2092,레몬차 L,510,300,0,0,0,0,72,0,0,0,0,90,-
2093,유자차 R,320,200,0,0,0,0,44,0,0,0,0,60,-
2094,유자차 L,510,300,0,0,0,0,66,0,0,0,0,90,-
2095,생강차 R,320,220,0,0,0,0,44,0,0,0,0,20,-
2096,생강차 L,510,330,0,0,0,0,66,0,0,0,0,30,-
2097,한라봉차 R,320,200,0,0,0,0,48,0,0,0,0,80,-
2098,한라봉차 L,510,300,0,0,0,0,72,0,0,0,0,120,-
2099,매실차 R,320,240,0,0,0,0,52,0,0,0,0,240,-
2100,매실차 L,510,360,0,0,0,0,78,0,0,0,0,360,-
2101,대추차 R,320,200,0,0,0,0,48,0,0,0,0,20,-
2102,대추차 L,510,300,0,0,0,0,72,0,0,0,0,30,-
2103,모과차 R,320,200,0,0,0,0,48,0,0,0,0,100,-
2104,모과차 L,510,300,0,0,0,0,72,0,0,0,0,150,-
2105,쟈스민(허브티),305,5,0,0,0,0,0,0,0,0,0,0,-
2106,캐모마일(허브티),305,5,0,0,0,0,0,0,0,0,0,0,-
2107,루이보스(허브티),305,5,0,0,0,0,0,0,0,0,0,0,-
2108,페퍼민트(허브티),305,5,0,0,0,0,0,0,0,0,0,0,-
2109,달콤파르페,481,497.3,0,5.6,0,11.7,40,0,0,0,0,164.7,-
2110,화이트초콜릿라즈베리,100,114,0,2,0,4.6,11,0,0,0,0,30,-
2111,민트초코칩,100,250,0,3.8,0,10,23.1,0,0,0,0,45,-
2112,초코릿 엑스타시,100,132,0,2,0,4.8,15,0,0,0,0,55,-
2113,카페 에스프레소,100,126,0,2,0,5,12,0,0,0,0,55,-
2114,월넛버터 스카치,100,265,0,4.5,0,8.2,22.5,0,0,0,0,53,-
2115,쿠키앤크림,100,130,0,2,0,4.4,12,0,0,0,0,20,-
2116,바닐라클래식,100,115,0,2,0,4.7,11,0,0,0,0,30,-
2117,레인보우,100,114,0,2,0,4.6,11,0,0,0,0,30,-
2118,그린티,100,230,0,4.2,0,9,21.2,0,0,0,0,56,-
2119,스트로베리,100,115,0,2,0,4.2,13,0,0,0,0,50,-
2120,프룻포레스트 요거트,100,180,0,3.7,0,2.1,26.3,0,0,0,0,61,-
2121,보이즌 베리드림,100,220,0,3,0,7,25.6,0,0,0,0,37,-
2122,베리플릇 소르베,100,75,0,0,0,0,16,0,0,0,0,0,-
2123,호키포키 바닐라,100,121,0,2,0,1.3,14,0,0,0,0,30,-
2124,마마흑당눈꽃빙수,548,838.8,0,5.9,0,9,96.8,0,0,0,0,285.9,-
2125,브라우니 눈꽃빙수,511,974.8,0,9.2,0,19.8,74.1,0,0,0,0,328.4,-
2126,블루베리 치즈크림 눈꽃빙수,635,944.5,0,6.5,0,36.2,97.8,0,0,0,0,281,-
2127,자두복숭아눈꽃빙수,665,621,0,0,0,5.7,57.3,0,0,0,0,93.9,-
2128,타로눈꽃빙수,500,783.9,0,5.1,0,8.2,55.1,0,0,0,0,272.9,-
2129,망고치즈눈꽃빙수,710,856,0,3.7,0,5.8,81.2,0,0,0,0,118.1,-
2130,딸기치즈눈꽃빙수(일반),527,828.1,0,11.8,0,21.5,69.1,0,0,0,0,251,-
2131,딸기치즈눈꽃빙수(우유),725,858.8,0,11.6,0,20.3,104.9,0,0,0,0,244.7,-
2132,초코눈꽃빙수,525,1033.9,0,10.9,0,10.5,73,0,0,0,0,521.3,-
2133,인절미눈꽃빙수,608,1075,0,17.3,0,10.6,76.1,0,0,0,0,596.5,-
2134,쿠앤크눈꽃빙수(일반),718,1117.2,0,14.4,0,33.3,90.2,0,0,0,0,780.3,-
2135,쿠앤크눈꽃빙수(우유),550,964.3,0,13.4,0,24.7,93.8,0,0,0,0,635.8,-
2136,밀크눈꽃빙수(일반),735,893.8,0,18.4,0,14.6,73.3,0,0,0,0,406.5,-
2137,밀크눈꽃빙수(우유),585,826.3,0,16.5,0,12.2,95.8,0,0,0,0,368.7,-
2138,달달하구마빙수,656,888.8,0,13.6,0,9.7,69.7,0,0,0,0,371.6,-
2139,딸기빙수,560,412,0,5.7,0,4.9,41.5,0,0,0,0,124.1,-
2140,쿠키마우스빙수,592,919.1,0,7.9,0,18.4,86.7,0,0,0,0,651.5,-
2141,컵커피빙수,280,238.7,0,4.2,0,4.3,20.4,0,0,0,0,92.6,-
2142,컵딸기빙수,355,313.5,0,4.5,0,4.3,26.7,0,0,0,0,97.1,-
2143,컵팥빙수,361,392.4,0,5.9,0,4.1,20.9,0,0,0,0,182.3,-
2144,팥빙수,653,685.6,0,10.4,0,5.2,47,0,0,0,0,315.6,-
2145,커피빙수,510,393.1,0,7.5,0,6.8,45.1,0,0,0,0,150.8,-
2146,녹차빙수,470,391.2,0,6.2,0,4.9,45.9,0,0,0,0,110.1,-
2147,바닐라품었슈,139,169.7,0,2.4,0,4.2,12.2,0,0,0,0,26.9,-
2148,딸기탑 마마츄리,274,657.9,0,10.7,0,10.9,45.2,0,0,0,0,193.7,-
2149,시나몬 멜츠 브레드,110,487,0,8,0,6,31,0,0,0,0,323,-
2150,리치골드브레드,409,1263.2,0,53,0,40,32.9,0,0,0,0,1648.1,-
2151,허니치즈퐁당마마츄리,187,597,0,20.5,0,16.7,14.5,0,0,0,0,461.8,-
2152,잉글리쉬머핀,120,262,0,14,0,25,4,0,0,0,0,56,-
2153,치즈스틱케이크,45,106,0,2,0,2.3,7,0,0,0,0,50,-
2154,고구마스틱케이크,45,106,0,2,0,2.3,7,0,0,0,0,50,-
2155,블루베리스틱케이크,45,122,0,3,0,4.7,4,0,0,0,0,80,-
2156,초코스틱케이크,45,146,0,3,0,5,9,0,0,0,0,75,-
2157,초코 퐁당 마마츄리,205,670.6,0,9.9,0,15.2,38.7,0,0,0,0,194.5,-
2158,블루베리 퐁당 마마츄리,230,611.1,0,9.3,0,12.6,28.8,0,0,0,0,232.2,-
2159,라즈베리 퐁당 마마츄리,230,618.7,0,9.5,0,12.6,32,0,0,0,0,206,-
2160,크로크무슈,140,388,0,10,0,2,16,0,0,0,0,214,-
2161,플레인베이글,113,317.1,0,12,0,1.6,12.4,0,0,0,0,470,-
2162,어니언베이글,113,328.7,0,11,0,2,14.9,0,0,0,0,470,-
2163,크림치즈프레즐,99,250,0,8,0,4,5,0,0,0,0,330,-
2164,블루베리베이글,113,345.6,0,12,0,1.9,18.1,0,0,0,0,350,-
2165,스콘(건포도),90,437,0,5,0,5,19,0,0,0,0,394,-
2166,스콘(시나몬호두),90,366,0,4,0,10,19,0,0,0,0,148,-
2167,치즈번,60,235,0,4,0,6,10,0,0,0,0,140,-
2168,모카번,60,240,0,4,0,2.1,4,0,0,0,0,190,-
2169,초코머핀,140,560,0,11,0,4.3,39.5,0,0,0,0,406,-
2170,블루베리머핀,140,571,0,7.9,0,5,40.5,0,0,0,0,438.5,-
2171,마카다미아넛쿠키,38,185,0,2,0,2.5,12,0,0,0,0,160,-
2172,록키로드쿠키,38,180,0,2,0,3,13,0,0,0,0,130,-
2173,초콜렛칩청크쿠키,38,180,0,2,0,3.5,13,0,0,0,0,170,-
2174,오트밀레이즌쿠키,38,170,0,2,0,1.5,13,0,0,0,0,150,-
2175,플레인와플,110,351,0,3,0,22.6,16.4,0,0,0,0,144.1,-
2176,카라멜월넛와플,123,403.7,0,3.5,0,24.6,23,0,0,0,0,144.9,-
2177,초코와플,110,351,0,3,0,22.6,16.4,0,0,0,0,144.1,-
2178,메이플아몬드와플,123,395.7,0,3.6,0,24.2,23.5,0,0,0,0,148.8,-
2179,아이스크림와플,134,343.6,0,4,0,18.4,19.9,0,0,0,0,148.2,-
2180,블루베리크림치즈와플,148,429.6,0,4.2,0,21,29.1,0,0,0,0,298.5,-
2181,라즈베리바나나와플,240,505.2,0,4.3,0,22.6,53.9,0,0,0,0,147.3,-
2182,스페셜마마와플,459,861,0,9.1,0,41.3,79.6,0,0,0,0,734,-
2183,피넛버터브레드,297,1050.5,0,32.6,0,39.8,23.6,0,0,0,0,910,-
2184,카라멜브레드,258,984,0,17.1,0,17.9,34.2,0,0,0,0,819.6,-
2185,초콜릿브레드,273,708.8,0,38.4,0,16.1,130.4,0,0,0,0,793.6,-
2186,갈릭치즈브레드,238,877.5,0,26.2,0,12.9,12.7,0,0,0,0,1069.5,-
2187,치즈크림 초콜릿 라떼,411,415,0,15,0,16,32,0,0,0,0,196,-
2188,치즈크림 스트로베리 라떼,411,340,0,7,0,11,35,0,0,0,0,120,-
2189,치즈크림 후르츠 피치 티,406,250,0,1,0,11,20,0,0,0,0,80,-
2190,아이스 흑당 카페라떼,405,210,0,9,0,2.6,28,0,0,0,0,55,-
2191,흑당 카페라떼,405,210,0,9,0,2.6,28,0,0,0,0,55,-
2192,흑당 곡물라떼,390,265,0,14,0,4.4,22,0,0,0,0,70,-
2193,아이스 흑당 곡물라떼,390,265,0,14,0,4.4,22,0,0,0,0,70,-
2194,TWG 흑당 버블 밀크티,413,280,0,10,0,4.9,38,0,0,0,0,70,-
2195,애플민트티,312,105,0,0,0,0,24,0,0,0,0,10,-
2196,아이스 그나와 민트티,383,0,0,0,0,0,0,0,0,0,0,0,-
2197,1837 블랙티(아이스),383,0,0,0,0,0,0,0,0,0,0,0,-
2198,카모마일,383,0,0,0,0,0,0,0,0,0,0,0,-
2199,크림 카라멜,383,0,0,0,0,0,0,0,0,0,0,0,-
2200,프렌치 얼그레이,383,0,0,0,0,0,0,0,0,0,0,0,-
2201,1837 블랙티,383,0,0,0,0,0,0,0,0,0,0,0,-
2202,상그리아 에이드,505,250,0,0,0,0,0,0,0,0,0,5,-
2203,레몬 셔벗 에이드,505,210,0,0,0,0,0,0,0,0,0,10,-
2204,허니레몬 아이스티,361,105,0,0,0,0,23,0,0,0,0,0,-
2205,오렌지자몽티,360,157,0,2,0,0,37,0,0,0,0,26,-
2206,고구마 라떼,360,342,0,16,0,7,41,0,0,0,0,153,-
2207,유자 레몬티,354,255,0,0,0,0,58,0,0,0,0,40,-
2208,로얄 밀크티,354,290,0,60,0,7,30,0,0,0,0,190,-
2209,롱블랙,280,10,0,2,0,0,0.7,0,0,0,0,5,-
2210,아이스 롱블랙,300,10,0,2,0,0,0.7,0,0,0,0,5,-
2211,제주 말차 프라페,420,410,0,16,0,8,61,0,0,0,0,120,-
2212,아이스 숏라떼,300,110,0,12,0,0,2,0,0,0,0,75,-
2213,로얄 밀크티 쉐이크,395,480,0,18,0,14,33,0,0,0,0,140,-
2214,자몽 에이드,480,275,0,10,0,0,40,0,0,0,0,95,-
2215,카라멜 마키아또 R,354,250,0,15,0,0,15,0,0,0,0,115,-
2216,카라멜 마키아또 L,480,340,0,20,0,0.5,21,0,0,0,0,150,-
2217,스트로베리 피치 프라페,420,265,0,2,0,0,58,0,0,0,0,10,-
2218,오렌지 에이드,480,135,0,2,0,0,33,0,0,0,0,40,-
2219,카페 아메리카노 R,354,15,0,2,0,0,0.7,0,0,0,0,5,-
2220,카페 아메리카노 L,480,20,0,2,0,0,0.7,0,0,0,0,5,-
2221,카푸치노 R,354,140,0,15,0,0,2,0,0,0,0,105,-
2222,카푸치노 L,480,190,0,22,0,0,3,0,0,0,0,140,-
2223,에스프레소 마키아또 더블,70,15,0,1,0,0,0,0,0,0,0,0,-
2224,아이스 초콜릿 라떼 R,420,465,0,17,0,19,39,0,0,0,0,170,-
2225,아이스 초콜릿 라떼 L,480,430,0,20,0,21,45,0,0,0,0,200,-
2226,아이스 바닐라 라떼 R,420,235,0,15,0,0,36,0,0,0,0,100,-
2227,아이스 바닐라 라떼 L,480,270,0,17,0,0,41,0,0,0,0,120,-
2228,에스프레소 마키아또 싱글,35,10,0,1,0,0,0,0,0,0,0,0,-
2229,카페 모카 R,354,295,0,15,0,3.1,25,0,0,0,0,130,-
2230,카페 모카 L,480,405,0,22,0,4.2,35,0,0,0,0,170,-
2231,아이스 커피 R,420,10,0,0,0,0,0,0,0,0,0,10,-
2232,아이스 커피 L,480,10,0,0,0,0,0,0,0,0,0,10,-
2233,아이스 카페 라떼 R,420,155,0,17,0,0,3,0,0,0,0,110,-
2234,아이스 카페 라떼 L,480,175,0,20,0,0,3,0,0,0,0,120,-
2235,에스프레소 콘 파나 더블,70,90,0,2,0,6,2.3,0,0,0,0,5,-
2236,콜드브루,360,10,0,2,0,0,2,0,0,0,0,15,-
2237,커피 쉐이크,420,460,0,12,0,16,47,0,0,0,0,169,-
2238,아이스 그린티 라떼,420,270,0,18,0,3.6,20,0,0,0,0,130,-
2239,아이스 카페 아메리카노 R,420,15,0,2,0,0,0,0,0,0,0,10,-
2240,아이스 카페 아메리카노 L,480,20,0,2,0,0,0,0,0,0,0,10,-
2241,카페 라떼 R,354,150,0,15,0,0.7,4,0,0,0,0,80,-
2242,카페 라떼 L,480,200,0,22,0,1,5,0,0,0,0,110,-
2243,콜드브루 라떼,360,75,0,7,0,0,7,0,0,0,0,65,-
2244,초코 쉐이크,420,565,0,15,0,16,38,0,0,0,0,182,-
2245,아이스 카페 모카 R,420,270,0,13,0,0,37,0,0,0,0,90,-
2246,아이스 카페 모카 L,480,310,0,15,0,0,42,0,0,0,0,100,-
2247,티라미수 라떼,360,522,0,18,0,29,20,0,0,0,0,247,-
2248,바닐라 쉐이크,420,445,0,13,0,15,46,0,0,0,0,176,-
2249,에스프레소 콘 파나 싱글,35,45,0,2,0,3,0.7,0,0,0,0,5,-
2250,시그니처 라떼,237,235,0,7,0,13,5,0,0,0,0,35,-
2251,바닐라 라떼 R,354,190,0,15,0,0,17,0,0,0,0,110,-
2252,바닐라 라떼 L,480,260,0,20,0,0,24,0,0,0,0,145,-
2253,숏라떼,280,115,0,12,0,0,2,0,0,0,0,75,-
2254,요거 프라페 R,420,290,0,3,0,3.5,43,0,0,0,0,140,-
2255,요거 프라페 L,480,330,0,5,0,4,49,0,0,0,0,160,-
2256,아이스 카라멜 마키아또 R,420,190,0,13,0,0,14,0,0,0,0,230,-
2257,아이스 카라멜 마키아또 L,480,215,0,15,0,0,16,0,0,0,0,270,-
2258,초콜릿 라떼,354,260,0,17,0,0.8,37,0,0,0,0,130,-
2259,에스프레소 싱글,30,5,0,1,0,0,1,0,0,0,0,10,-
2260,버블 밀크티 R,420,300,0,10,0,5,36,0,0,0,0,110,-
2261,버블 밀크티 L,480,340,0,12,0,5,41,0,0,0,0,130,-
2262,모카칩 프라페 R,420,355,0,8,0,3.5,42,0,0,0,0,250,-
2263,모카칩 프라페 L,480,410,0,10,0,4,48,0,0,0,0,290,-
2264,그린티 라떼,354,255,0,19,0,4.9,20,0,0,0,0,120,-
2265,오렌지 자몽 주스,480,115,0,7,0,0,22,0,0,0,0,115,-
2266,카라멜 프라페 R,420,355,0,15,0,2.3,38,0,0,0,0,270,-
2267,카라멜 프라페 L,480,385,0,17,0,2.6,43,0,0,0,0,310,-
2268,에스프레소 더블,60,10,0,3,0,0,0,0,0,0,0,25,-
2269,키위 바나나 주스,480,270,0,5,0,0,41,0,0,0,0,140,-
2270,버블 그린티 라떼 R,420,345,0,1,0,4,23,0,0,0,0,135,-
2271,버블 그린티 라떼 L,480,385,0,20,0,4,26,0,0,0,0,155,-
2272,망고 프라페 R,420,305,0,3,0,1.3,56,0,0,0,0,45,-
2273,망고 프라페 L,480,350,0,5,0,1.4,64,0,0,0,0,50,-
2274,오늘의 커피 R,354,15,0,2,0,0,0,0,0,0,0,10,-
2275,오늘의 커피 L,480,25,0,2,0,0,0,0,0,0,0,10,-
2276,떠먹는 헤이즐넛 생크림 크레이프,179,585,0,13,0,19,40,0,0,0,0,100,-
2277,모어 댄 쿠키 앤 크림,155,390,0,4,0,16,31,0,0,0,0,85,-
2278,퀸즈 캐롯,179,575,0,12,0,21,36,0,0,0,0,470,-
2279,비 마이 민트,157,500,0,16,0,17,27,0,0,0,0,200,-
2280,비 마이 스트로베리,154,410,0,9,0,12,33,0,0,0,0,120,-
2281,블랙 벨벳,151,525,0,10,0,16,40,0,0,0,0,280,-
2282,딸기 생크림,117,305,0,7,0,8,27,0,0,0,0,95,-
2283,카푸치노 생크림,157,435,0,7,0,21,21,0,0,0,0,115,-
2284,유자 레몬 마카롱,25,105,0,2,0,2,11,0,0,0,0,10,-
2285,초콜릿 크렘슈,120,355,0,9,0,16,0,0,0,0,0,100,-
2286,마다가스카르 바닐라 마카롱,25,100,0,2,0,2,10,0,0,0,0,15,-
2287,바닐라 크렘슈,126,360,0,11,0,16,18,0,0,0,0,130,-
2288,생크림 피칸 타르트,105,410,0,11,0,10,27,0,0,0,0,60,-
2289,생크림 소프트 쉬폰,82,310,0,33,0,10,12,0,0,0,0,95,-
2290,러브 시그널,92,270,0,7,0,10,18,0,0,0,0,55,-
2291,바닐라 크렘 브륄레,168,420,0,16,0,15,30,0,0,0,0,490,-
2292,TWG 밀크티 쉬폰,106,280,0,7,0,8,26,0,0,0,0,95,-
2293,더치 솔티드 카라멜,129,460,0,13,0,14,20,0,0,0,0,240,-
2294,까망베르 치즈,97,385,0,11,0,19,17,0,0,0,0,170,-
2295,떠먹는 스트로베리 초콜릿 생크림,71,205,0,5,0,8,12,0,0,0,0,55,-
2296,떠먹는 티라미수,144,475,0,15,0,26,24,0,0,0,0,75,-
2297,벨지안 가나슈,149,695,0,16,0,25,50,0,0,0,0,200,-
2298,떠먹는 딸기 레어 치즈,163,455,0,13,0,15,34,0,0,0,0,210,-
2299,떠먹는 아이스박스,190,775,0,14,0,37,36,0,0,0,0,460,-
2300,그뤼에르 치즈 무스,130,450,0,10,0,18,22,0,0,0,0,180,-
2301,초코롱 프랄리네,16,70,0,2,0,1.4,5,0,0,0,0,10,-
2302,초코롱 바닐라,16,70,0,2,0,1.5,5,0,0,0,0,10,-
2303,초코롱 피스타치오,16,65,0,2,0,1.4,4,0,0,0,0,10,-
2304,초코롱 오렌지,16,65,0,2,0,1.9,5,0,0,0,0,5,-
2305,초코롱 산딸기,16,60,0,4,0,2.1,5,0,0,0,0,5,-
2306,초코롱 바나나,16,65,0,2,0,1.9,5,0,0,0,0,5,-
2307,트리플 초콜릿 무스,112,365,0,9,0,16,22,0,0,0,0,85,-
2308,뉴욕 치즈,102,365,0,11,0,17,22,0,0,0,0,210,-
2309,블루베리 파블랑,232,270,0,9,0,6,27,0,0,0,0,75,-
2310,쇼콜라 쿠키 파블랑,220,355,0,11,0,10,23,0,0,0,0,190,-
2311,소프트 아이스크림_콘,135,325,0,10,0,10,21,0,0,0,0,160,-
2312,소프트 아이스크림_컵,110,195,0,7,0,7,17,0,0,0,0,70,-
2313,산딸기 마카롱,17,75,0,2,0,1.4,9,0,0,0,0,10,-
2314,로즈베리 생크림,117,305,0,7,0,8,27,0,0,0,0,95,-
